Message ID,Бренд,Модель,RAM,ROM,Цена,Магазин,URL,Дата и Время
69,xiaomi,redmi note 8 pro,6,64,15490,3,https://www.dns-shop.ru/product/fa15db2bd3933332/653-smartfon-xiaomi-redmi-note-8-pro-64-gb-belyj/,2020-12-09 01:14:20.954896
